VendorID,tpep_pickup_datetime,tpep_dropoff_datetime,passenger_count,trip_distance,PULocationID,DOLocationID,fare_amount,total_amount,pickup_zone,pickup_borough,dropoff_zone
2,2019-01-01 17:02:06,2019-01-01 17:06:20,3,0.40,14,44,4.50,5.80,Bay Ridge,Brooklyn,Charleston/Tottenville
2,2019-01-01 16:15:36,2019-01-01 16:44:59,2,7.95,14,16,27.50,34.56,Bay Ridge,Brooklyn,Bayside
2,2019-01-01 16:51:59,2019-01-01 16:54:36,2,0.38,1,1,4.00,6.30,Newark Airport,EWR,Newark Airport
1,2019-01-01 07:20:42,2019-01-01 07:33:45,2,3.30,37,12,12.50,16.55,Bushwick South,Brooklyn,Battery Park
1,2019-01-01 05:36:14,2019-01-01 05:41:18,1,1.10,12,37,5.50,8.15,Battery Park,Manhattan,Bushwick South
1,2019-01-01 17:51:35,2019-01-01 18:02:24,2,0.70,43,11,8.00,9.30,Central Park,Manhattan,Bath Beach
1,2019-01-01 09:22:18,2019-01-01 09:33:15,2,3.10,42,16,11.50,19.80,Central Harlem North,Manhattan,Bayside
1,2019-01-01 04:38:50,2019-01-01 04:52:19,1,2.80,1,50,12.00,13.30,Newark Airport,EWR,Clinton West
1,2019-01-01 11:57:26,2019-01-01 12:17:07,4,1.60,48,36,13.00,14.30,Clinton East,Manhattan,Bushwick North
2,2019-01-01 08:29:51,2019-01-01 08:52:23,1,5.73,44,12,21.00,26.76,Charleston/Tottenville,Staten Island,Battery Park
1,2019-01-01 03:13:16,2019-01-01 03:31:50,2,8.00,42,35,24.00,25.30,Central Harlem North,Manhattan,Brownsville
1,2019-01-01 16:49:48,2019-01-01 16:57:39,1,2.50,50,1,9.00,12.35,Clinton West,Manhattan,Newark Airport
2,2019-01-01 07:23:33,2019-01-01 07:29:42,1,0.65,42,42,5.50,6.80,Central Harlem North,Manhattan,Central Harlem North
2,2019-01-01 17:35:15,2019-01-01 17:39:14,1,1.01,24,25,5.00,6.30,Bloomingdale,Manhattan,Boerum Hill
2,2019-01-01 00:48:25,2019-01-01 00:53:37,1,0.97,25,41,5.50,6.80,Boerum Hill,Brooklyn,Central Harlem
2,2019-01-01 09:55:53,2019-01-01 10:09:38,1,2.45,41,38,11.00,14.30,Central Harlem,Manhattan,Cambria Heights
2,2019-01-01 03:28:00,2019-01-01 03:28:46,1,0.07,13,13,2.50,3.80,Battery Park City,Manhattan,Battery Park City
2,2019-01-01 02:30:35,2019-01-01 02:41:57,1,1.89,41,42,9.50,12.96,Central Harlem,Manhattan,Central Harlem North
2,2019-01-01 18:44:04,2019-01-01 18:52:54,1,2.15,43,13,9.00,12.36,Central Park,Manhattan,Battery Park City
2,2019-01-01 07:02:47,2019-01-01 07:29:27,1,4.38,34,36,19.00,20.30,Brooklyn Navy Yard,Brooklyn,Bushwick North
2,2019-01-01 02:36:26,2019-01-01 03:01:46,1,4.57,36,49,19.00,23.34,Bushwick North,Brooklyn,Clinton Hill
2,2019-01-01 01:28:49,2019-01-01 01:49:20,3,1.90,37,46,13.50,14.80,Bushwick South,Brooklyn,City Island
2,2019-01-01 11:50:49,2019-01-01 12:16:19,4,1.86,50,14,16.00,17.30,Clinton West,Manhattan,Bay Ridge
2,2019-01-01 23:05:23,2019-01-01 23:09:45,1,1.02,11,37,5.50,9.00,Bath Beach,Brooklyn,Bushwick South
2,2019-01-01 00:15:23,2019-01-01 00:18:09,1,0.73,36,13,4.50,5.80,Bushwick North,Brooklyn,Battery Park City
2,2019-01-01 18:22:34,2019-01-01 18:32:16,1,2.10,13,41,9.00,12.88,Battery Park City,Manhattan,Central Harlem
2,2019-01-01 01:47:39,2019-01-01 01:53:51,1,0.73,37,37,6.00,9.12,Bushwick South,Brooklyn,Bushwick South
2,2019-01-01 08:56:31,2019-01-01 08:59:45,1,0.65,37,37,4.50,7.25,Bushwick South,Brooklyn,Bushwick South
1,2019-01-01 00:33:30,2019-01-01 00:37:21,1,0.80,38,16,5.00,7.56,Cambria Heights,Queens,Bayside
1,2019-01-01 23:38:27,2019-01-02 00:23:18,1,5.10,16,18,29.00,39.35,Bayside,Queens,Bedford Park
2,2019-01-01 22:09:47,2019-01-01 22:14:55,3,1.02,18,46,5.50,6.80,Bedford Park,Bronx,City Island
2,2019-01-01 10:31:54,2019-01-01 10:54:32,2,4.58,42,49,18.50,24.75,Central Harlem North,Manhattan,Clinton Hill
2,2019-01-01 23:56:56,2019-01-02 00:11:22,2,2.18,49,37,11.50,12.80,Clinton Hill,Brooklyn,Bushwick South
2,2019-01-01 03:08:45,2019-01-01 03:33:12,1,3.68,34,43,17.50,22.56,Brooklyn Navy Yard,Brooklyn,Central Park
2,2019-01-01 02:36:10,2019-01-01 02:49:27,1,2.72,43,13,11.50,15.36,Central Park,Manhattan,Battery Park City
2,2019-01-01 01:51:14,2019-01-01 02:07:11,1,2.65,13,48,12.50,16.56,Battery Park City,Manhattan,Clinton East
2,2019-01-01 01:09:11,2019-01-01 01:10:50,1,0.48,37,36,3.50,6.00,Bushwick South,Brooklyn,Bushwick North
2,2019-01-01 00:29:56,2019-01-01 00:46:09,1,2.73,14,41,12.50,16.56,Bay Ridge,Brooklyn,Central Harlem
2,2019-01-01 12:57:46,2019-01-01 13:25:51,1,2.87,43,40,18.50,22.80,Central Park,Manhattan,Carroll Gardens
1,2019-01-01 08:24:28,2019-01-01 08:41:58,1,3.80,42,12,15.50,19.32,Central Harlem North,Manhattan,Battery Park
1,2019-01-01 09:47:11,2019-01-01 10:12:11,1,6.50,36,29,23.00,24.30,Bushwick North,Brooklyn,Brighton Beach
2,2019-01-01 18:16:09,2019-01-01 18:23:50,3,1.79,42,38,8.00,9.30,Central Harlem North,Manhattan,Cambria Heights
2,2019-01-01 03:25:50,2019-01-01 03:29:10,3,0.56,39,39,4.50,6.80,Canarsie,Brooklyn,Canarsie
2,2019-01-01 07:32:56,2019-01-01 07:39:23,2,1.23,39,38,6.50,9.80,Canarsie,Brooklyn,Cambria Heights
2,2019-01-01 09:41:52,2019-01-01 09:43:59,3,0.46,39,38,3.50,6.24,Canarsie,Brooklyn,Cambria Heights
2,2019-01-01 18:45:20,2019-01-01 18:56:11,3,3.25,38,16,11.50,15.36,Cambria Heights,Queens,Bayside
2,2019-01-01 16:12:21,2019-01-01 16:29:56,1,3.52,38,12,14.50,18.96,Cambria Heights,Queens,Battery Park
2,2019-01-01 03:31:27,2019-01-01 03:42:39,1,1.35,12,34,8.50,9.80,Battery Park,Manhattan,Brooklyn Navy Yard
2,2019-01-01 18:44:26,2019-01-01 18:44:33,1,0.00,34,34,2.50,3.80,Brooklyn Navy Yard,Brooklyn,Brooklyn Navy Yard
2,2019-01-01 06:45:57,2019-01-01 06:46:07,1,0.00,34,34,2.50,3.80,Brooklyn Navy Yard,Brooklyn,Brooklyn Navy Yard
2,2019-01-01 08:47:00,2019-01-01 08:47:11,1,0.00,34,34,2.50,9.80,Brooklyn Navy Yard,Brooklyn,Brooklyn Navy Yard
2,2019-01-01 18:48:35,2019-01-01 18:49:59,1,0.16,34,34,3.00,4.30,Brooklyn Navy Yard,Brooklyn,Brooklyn Navy Yard
2,2019-01-01 06:13:09,2019-01-01 06:26:59,2,0.83,14,40,9.50,11.80,Bay Ridge,Brooklyn,Carroll Gardens
2,2019-01-01 22:47:59,2019-01-01 23:12:29,1,5.84,7,1,22.00,27.96,Astoria,Queens,Newark Airport
1,2019-01-01 15:26:16,2019-01-01 16:13:55,2,12.50,48,7,41.50,42.80,Clinton East,Manhattan,Astoria
1,2019-01-01 01:17:46,2019-01-01 01:26:35,2,1.70,20,41,8.00,11.15,Belmont,Bronx,Central Harlem
1,2019-01-01 00:29:46,2019-01-01 00:40:11,3,2.00,41,41,9.00,10.30,Central Harlem,Manhattan,Central Harlem
1,2019-01-01 03:41:23,2019-01-01 03:52:23,2,1.60,41,36,9.50,14.00,Central Harlem,Manhattan,Bushwick North
1,2019-01-01 01:18:57,2019-01-01 01:27:34,1,2.40,13,12,9.50,10.80,Battery Park City,Manhattan,Battery Park
1,2019-01-01 02:29:35,2019-01-01 02:34:38,2,1.80,12,40,7.50,10.55,Battery Park,Manhattan,Carroll Gardens
1,2019-01-01 07:37:35,2019-01-01 07:40:59,1,0.60,41,13,4.50,5.80,Central Harlem,Manhattan,Battery Park City
1,2019-01-01 22:42:36,2019-01-01 22:47:34,4,0.70,13,12,5.50,7.80,Battery Park City,Manhattan,Battery Park
1,2019-01-01 00:54:00,2019-01-01 01:00:47,1,2.10,41,24,8.00,9.30,Central Harlem,Manhattan,Bloomingdale
1,2019-01-01 08:37:55,2019-01-01 08:51:25,2,2.00,50,12,10.00,13.30,Clinton West,Manhattan,Battery Park
2,2019-01-01 02:41:31,2019-01-01 02:49:17,2,0.89,13,8,6.50,9.36,Battery Park City,Manhattan,Astoria Park
2,2019-01-01 22:51:29,2019-01-01 23:05:41,2,2.51,8,11,11.50,15.36,Astoria Park,Queens,Bath Beach
1,2019-01-01 23:39:53,2019-01-01 23:47:10,1,1.50,37,38,7.00,8.30,Bushwick South,Brooklyn,Cambria Heights
1,2019-01-01 23:52:47,2019-01-02 00:20:59,1,9.10,39,19,28.50,29.80,Canarsie,Brooklyn,Bellerose
1,2019-01-01 01:06:03,2019-01-01 01:11:09,1,1.40,13,41,6.00,7.30,Battery Park City,Manhattan,Central Harlem
1,2019-01-01 03:12:25,2019-01-01 03:20:28,2,1.70,41,36,8.00,11.16,Central Harlem,Manhattan,Bushwick North
1,2019-01-01 01:35:08,2019-01-01 01:42:41,1,1.30,12,40,7.00,8.30,Battery Park,Manhattan,Carroll Gardens
1,2019-01-01 17:44:57,2019-01-01 17:52:01,4,1.30,41,36,7.00,10.35,Central Harlem,Manhattan,Bushwick North
1,2019-01-01 17:53:46,2019-01-01 18:00:50,2,1.10,36,25,6.50,9.05,Bushwick North,Brooklyn,Boerum Hill
2,2019-01-01 01:20:10,2019-01-01 01:52:44,3,6.95,7,36,26.00,32.30,Astoria,Queens,Bushwick North
1,2019-01-01 22:27:54,2019-01-01 22:42:21,2,4.60,29,41,16.00,20.75,Brighton Beach,Brooklyn,Central Harlem
1,2019-01-01 17:43:47,2019-01-01 17:55:02,1,2.90,40,41,11.00,14.75,Carroll Gardens,Brooklyn,Central Harlem
2,2019-01-01 07:03:49,2019-01-01 07:07:07,1,0.74,41,36,4.50,6.38,Central Harlem,Manhattan,Bushwick North
2,2019-01-01 23:08:43,2019-01-01 23:13:23,2,1.06,36,37,6.00,8.61,Bushwick North,Brooklyn,Bushwick South
2,2019-01-01 22:16:42,2019-01-01 22:29:40,2,2.70,11,39,12.00,17.29,Bath Beach,Brooklyn,Canarsie
2,2019-01-01 00:31:32,2019-01-01 00:40:50,3,1.75,39,13,8.50,9.80,Canarsie,Brooklyn,Battery Park City
2,2019-01-01 01:41:55,2019-01-01 01:46:34,3,1.04,13,12,5.50,6.80,Battery Park City,Manhattan,Battery Park
2,2019-01-01 23:53:23,2019-01-02 00:07:06,3,1.93,11,34,10.50,14.16,Bath Beach,Brooklyn,Brooklyn Navy Yard
1,2019-01-01 22:45:23,2019-01-01 23:03:29,1,3.70,12,1,15.00,16.30,Battery Park,Manhattan,Newark Airport
1,2019-01-01 00:06:22,2019-01-01 00:33:48,2,9.60,39,20,31.00,38.06,Canarsie,Brooklyn,Belmont
1,2019-01-01 16:34:22,2019-01-01 16:44:12,1,1.30,20,20,8.00,9.30,Belmont,Bronx,Belmont
2,2019-01-01 18:42:55,2019-01-01 19:38:08,2,29.38,28,23,82.00,83.30,Briarwood/Jamaica Hills,Queens,Bloomfield/Emerson Hill
4,2019-01-01 09:22:32,2019-01-01 09:25:12,1,0.63,36,36,4.50,5.80,Bushwick North,Brooklyn,Bushwick North
4,2019-01-01 16:30:26,2019-01-01 16:36:08,1,1.52,36,42,6.50,7.80,Bushwick North,Brooklyn,Central Harlem North
4,2019-01-01 08:37:07,2019-01-01 08:45:04,1,1.05,42,48,7.00,8.30,Central Harlem North,Manhattan,Clinton East
4,2019-01-01 22:47:52,2019-01-01 22:59:49,1,1.83,48,18,9.50,12.96,Clinton East,Manhattan,Bedford Park
1,2019-01-01 03:49:32,2019-01-01 04:01:39,1,2.00,42,40,10.00,13.55,Central Harlem North,Manhattan,Carroll Gardens
4,2019-01-01 16:12:15,2019-01-01 16:23:48,1,0.69,40,7,8.50,11.76,Carroll Gardens,Brooklyn,Astoria
4,2019-01-01 01:27:14,2019-01-01 01:47:10,1,2.40,7,11,13.50,14.80,Astoria,Queens,Bath Beach
4,2019-01-01 17:52:43,2019-01-01 18:12:11,1,5.38,11,37,19.00,25.30,Bath Beach,Brooklyn,Bushwick South
2,2019-01-01 18:34:28,2019-01-01 18:39:18,1,0.53,49,25,5.00,7.88,Clinton Hill,Brooklyn,Boerum Hill
2,2019-01-01 03:41:28,2019-01-01 03:50:58,1,2.96,25,33,10.50,14.75,Boerum Hill,Brooklyn,Brooklyn Heights
2,2019-01-01 13:01:22,2019-01-01 13:17:43,5,1.09,36,20,11.00,14.30,Bushwick North,Brooklyn,Belmont
2,2019-01-01 23:41:25,2019-01-02 00:11:23,4,6.88,11,5,25.50,33.50,Bath Beach,Brooklyn,Arden Heights
1,2019-01-01 02:29:26,2019-01-01 02:51:36,1,2.30,34,31,15.00,19.55,Brooklyn Navy Yard,Brooklyn,Bronx Park
1,2019-01-01 16:53:32,2019-01-01 17:00:22,2,1.10,31,9,6.00,8.75,Bronx Park,Bronx,Auburndale
2,2019-01-01 08:18:20,2019-01-01 08:27:19,1,0.42,40,34,7.00,9.10,Carroll Gardens,Brooklyn,Brooklyn Navy Yard
2,2019-01-01 17:31:20,2019-01-01 17:53:25,1,2.20,34,33,14.50,15.80,Brooklyn Navy Yard,Brooklyn,Brooklyn Heights
2,2019-01-01 23:56:25,2019-01-01 23:56:30,1,0.00,33,33,15.00,18.36,Brooklyn Heights,Brooklyn,Brooklyn Heights
2,2019-01-01 00:59:49,2019-01-01 01:21:06,1,1.55,37,29,14.00,19.89,Bushwick South,Brooklyn,Brighton Beach
1,2019-01-01 12:50:52,2019-01-01 13:05:55,1,4.30,25,13,15.50,19.80,Boerum Hill,Brooklyn,Battery Park City
2,2019-01-01 17:17:39,2019-01-01 17:40:38,2,4.32,48,44,18.50,19.80,Clinton East,Manhattan,Charleston/Tottenville
2,2019-01-01 01:41:52,2019-01-01 01:49:26,2,1.16,44,49,6.50,10.14,Charleston/Tottenville,Staten Island,Clinton Hill
2,2019-01-01 00:51:42,2019-01-01 01:03:06,4,1.87,49,46,9.50,12.96,Clinton Hill,Brooklyn,City Island
1,2019-01-01 03:33:00,2019-01-01 03:46:53,1,3.40,50,41,13.00,17.15,Clinton West,Manhattan,Central Harlem
1,2019-01-01 00:54:20,2019-01-01 01:13:00,2,4.60,16,43,17.50,22.55,Bayside,Queens,Central Park
2,2019-01-01 22:16:41,2019-01-01 22:23:19,1,0.92,42,43,6.50,9.36,Central Harlem North,Manhattan,Central Park
2,2019-01-01 09:30:40,2019-01-01 09:49:10,1,3.27,42,7,14.00,15.30,Central Harlem North,Manhattan,Astoria
2,2019-01-01 23:58:08,2019-01-02 00:10:07,1,1.43,12,42,9.00,10.30,Battery Park,Manhattan,Central Harlem North
2,2019-01-01 08:13:08,2019-01-01 08:24:50,1,1.22,13,20,8.50,9.80,Battery Park City,Manhattan,Belmont
2,2019-01-01 23:41:58,2019-01-02 00:00:51,1,5.72,11,37,19.50,23.30,Bath Beach,Brooklyn,Bushwick South
1,2019-01-01 03:29:04,2019-01-01 03:40:49,3,1.50,34,29,9.00,12.35,Brooklyn Navy Yard,Brooklyn,Brighton Beach
1,2019-01-01 16:43:55,2019-01-01 16:54:14,2,2.30,29,29,9.50,12.95,Brighton Beach,Brooklyn,Brighton Beach
2,2019-01-01 22:58:42,2019-01-01 23:01:07,2,0.35,34,14,3.50,4.80,Brooklyn Navy Yard,Brooklyn,Bay Ridge
2,2019-01-01 01:06:47,2019-01-01 01:17:26,1,1.62,39,48,9.00,11.64,Canarsie,Brooklyn,Clinton East
2,2019-01-01 03:20:27,2019-01-01 03:27:10,1,1.51,48,46,7.00,8.30,Clinton East,Manhattan,City Island
2,2019-01-01 16:31:13,2019-01-01 16:46:03,1,2.48,46,13,11.50,14.80,City Island,Bronx,Battery Park City
2,2019-01-01 09:48:55,2019-01-01 09:55:59,1,1.07,13,49,6.50,9.36,Battery Park City,Manhattan,Clinton Hill
2,2019-01-01 09:09:55,2019-01-01 09:25:08,3,3.45,29,41,13.00,17.16,Brighton Beach,Brooklyn,Central Harlem
2,2019-01-01 10:27:44,2019-01-01 10:37:04,3,1.75,13,43,8.50,9.80,Battery Park City,Manhattan,Central Park
2,2019-01-01 17:38:39,2019-01-01 18:06:36,4,3.71,43,11,18.50,23.76,Central Park,Manhattan,Bath Beach
2,2019-01-01 09:47:00,2019-01-01 09:52:19,3,1.07,20,12,5.50,6.80,Belmont,Bronx,Battery Park
2,2019-01-01 09:27:37,2019-01-01 09:47:46,6,1.40,11,34,13.00,14.30,Bath Beach,Brooklyn,Brooklyn Navy Yard
2,2019-01-01 02:52:08,2019-01-01 03:08:30,6,1.36,40,29,11.00,14.76,Carroll Gardens,Brooklyn,Brighton Beach
2,2019-01-01 13:02:31,2019-01-01 13:19:55,2,3.34,36,36,14.00,15.30,Bushwick North,Brooklyn,Bushwick North
2,2019-01-01 16:25:13,2019-01-01 16:26:45,2,0.49,13,41,3.50,4.80,Battery Park City,Manhattan,Central Harlem
2,2019-01-01 09:27:46,2019-01-01 09:40:45,2,2.17,41,43,10.00,16.30,Central Harlem,Manhattan,Central Park
2,2019-01-01 23:42:15,2019-01-01 23:56:54,2,2.21,43,41,11.50,12.80,Central Park,Manhattan,Central Harlem
2,2019-01-01 03:27:31,2019-01-01 03:39:17,4,1.90,12,24,9.00,10.30,Battery Park,Manhattan,Bloomingdale
2,2019-01-01 00:58:45,2019-01-01 01:01:12,2,0.36,20,20,3.50,5.76,Belmont,Bronx,Belmont
2,2018-12-31 17:44:31,2018-12-31 17:58:19,1,4.07,11,46,14.00,15.30,Bath Beach,Brooklyn,City Island
2,2018-12-31 02:29:15,2019-01-01 01:37:46,1,1.45,20,41,7.50,8.80,Belmont,Bronx,Central Harlem
2,2019-01-01 18:13:42,2019-01-01 18:22:49,2,1.01,40,37,7.50,11.44,Carroll Gardens,Brooklyn,Bushwick South
2,2019-01-01 23:25:32,2019-01-01 23:30:46,2,1.25,37,29,6.00,8.76,Bushwick South,Brooklyn,Brighton Beach
2,2019-01-01 12:48:53,2019-01-01 13:04:37,2,1.65,20,18,11.00,14.76,Belmont,Bronx,Bedford Park
2,2019-01-01 23:13:50,2019-01-01 23:23:05,2,1.67,31,40,8.50,12.25,Bronx Park,Bronx,Carroll Gardens
2,2019-01-01 00:35:04,2019-01-01 00:40:55,1,0.10,18,18,5.00,6.30,Bedford Park,Bronx,Bedford Park
2,2019-01-01 09:42:36,2019-01-01 10:09:36,1,4.92,18,13,20.00,26.62,Bedford Park,Bronx,Battery Park City
2,2019-01-01 01:07:54,2019-01-01 01:12:10,1,1.48,37,36,6.00,7.30,Bushwick South,Brooklyn,Bushwick North
2,2019-01-01 09:18:30,2019-01-01 09:21:05,1,0.67,13,12,4.00,6.36,Battery Park City,Manhattan,Battery Park
2,2019-01-01 18:21:46,2019-01-01 18:28:08,1,1.29,12,37,7.00,9.96,Battery Park,Manhattan,Bushwick South
2,2019-01-01 01:32:08,2019-01-01 01:39:25,1,1.29,37,12,7.00,9.30,Bushwick South,Brooklyn,Battery Park
2,2019-01-01 18:41:13,2019-01-01 18:44:06,1,0.42,13,13,4.00,5.30,Battery Park City,Manhattan,Battery Park City
2,2019-01-01 03:46:07,2019-01-01 03:51:21,1,0.66,13,12,5.50,7.80,Battery Park City,Manhattan,Battery Park
2,2019-01-01 01:55:17,2019-01-01 02:08:52,1,2.68,12,13,11.50,12.80,Battery Park,Manhattan,Battery Park City
1,2019-01-01 16:20:07,2019-01-01 16:33:53,4,1.40,29,20,9.50,12.95,Brighton Beach,Brooklyn,Belmont
1,2019-01-01 07:41:48,2019-01-01 07:49:58,3,1.20,20,29,7.00,9.30,Belmont,Bronx,Brighton Beach
1,2019-01-01 17:58:39,2019-01-01 18:25:57,3,5.00,14,39,20.00,24.50,Bay Ridge,Brooklyn,Canarsie
2,2019-01-01 22:17:22,2019-01-01 22:24:19,3,0.70,49,18,6.00,7.30,Clinton Hill,Brooklyn,Bedford Park
2,2019-01-01 06:45:29,2019-01-01 07:04:05,5,2.52,48,49,13.00,14.30,Clinton East,Manhattan,Clinton Hill
1,2019-01-01 03:22:23,2019-01-01 03:38:08,3,1.60,36,37,11.00,14.30,Bushwick North,Brooklyn,Bushwick South
1,2019-01-01 03:47:42,2019-01-01 03:53:32,2,0.70,29,48,5.50,6.80,Brighton Beach,Brooklyn,Clinton East
1,2019-01-01 07:56:01,2019-01-01 08:09:30,1,3.20,48,31,13.00,14.30,Clinton East,Manhattan,Bronx Park
2,2019-01-01 03:23:37,2019-01-01 03:26:11,1,0.77,37,24,4.50,6.96,Bushwick South,Brooklyn,Bloomingdale
2,2019-01-01 22:28:48,2019-01-01 22:35:38,1,1.10,24,29,6.50,9.36,Bloomingdale,Manhattan,Brighton Beach
2,2019-01-01 16:37:19,2019-01-01 17:04:30,1,6.40,29,24,22.50,23.80,Brighton Beach,Brooklyn,Bloomingdale
1,2019-01-01 02:18:22,2019-01-01 02:27:56,1,2.10,36,24,9.50,13.30,Bushwick North,Brooklyn,Bloomingdale
1,2019-01-01 17:31:03,2019-01-01 17:38:43,2,1.20,1,39,7.50,11.40,Newark Airport,EWR,Canarsie
1,2019-01-01 22:40:16,2019-01-01 22:50:03,1,2.20,39,25,10.00,11.30,Canarsie,Brooklyn,Boerum Hill
1,2019-01-01 03:53:30,2019-01-01 04:10:03,1,2.40,36,48,12.50,16.80,Bushwick North,Brooklyn,Clinton East
2,2019-01-01 16:16:21,2019-01-01 16:29:47,1,4.49,37,24,15.00,16.30,Bushwick South,Brooklyn,Bloomingdale
2,2019-01-01 00:34:15,2019-01-01 00:57:40,1,7.31,29,11,24.00,30.36,Brighton Beach,Brooklyn,Bath Beach
1,2019-01-01 17:44:51,2019-01-01 18:00:02,1,2.80,38,42,13.00,14.30,Cambria Heights,Queens,Central Harlem North
2,2019-01-01 03:09:53,2019-01-01 03:23:16,1,2.69,42,40,11.50,12.80,Central Harlem North,Manhattan,Carroll Gardens
2,2019-01-01 08:28:03,2019-01-01 08:36:20,1,1.75,12,37,8.00,11.16,Battery Park,Manhattan,Bushwick South
2,2019-01-01 23:37:12,2019-01-01 23:49:43,1,1.48,37,43,9.50,14.04,Bushwick South,Brooklyn,Central Park
2,2019-01-01 02:51:43,2019-01-01 02:57:19,1,1.57,39,1,6.50,9.36,Canarsie,Brooklyn,Newark Airport
2,2019-01-01 03:00:01,2019-01-01 03:27:36,1,7.73,1,32,26.00,32.76,Newark Airport,EWR,Bronxdale
1,2019-01-01 22:16:06,2019-01-01 22:24:05,1,1.30,14,32,7.00,9.13,Bay Ridge,Brooklyn,Bronxdale
1,2019-01-01 07:30:56,2019-01-01 07:45:50,1,2.10,29,37,11.00,12.30,Brighton Beach,Brooklyn,Bushwick South
1,2019-01-01 09:49:27,2019-01-01 10:18:07,1,4.70,37,11,21.00,22.30,Bushwick South,Brooklyn,Bath Beach
2,2019-01-01 04:16:49,2019-01-01 04:26:03,1,2.76,7,41,10.00,11.30,Astoria,Queens,Central Harlem
2,2019-01-01 01:28:52,2019-01-01 01:33:10,2,1.33,41,36,6.00,8.76,Central Harlem,Manhattan,Bushwick North
2,2019-01-01 08:37:30,2019-01-01 08:40:14,2,0.61,13,12,4.50,7.80,Battery Park City,Manhattan,Battery Park
2,2019-01-01 01:43:18,2019-01-01 01:54:18,2,2.35,13,43,10.50,14.75,Battery Park City,Manhattan,Central Park
2,2019-01-01 21:55:59,2019-01-01 21:58:10,2,0.31,43,42,3.50,5.76,Central Park,Manhattan,Central Harlem North
2,2019-01-01 01:01:53,2019-01-01 01:15:22,3,2.27,42,38,11.00,12.30,Central Harlem North,Manhattan,Cambria Heights
1,2019-01-01 17:12:08,2019-01-01 17:28:08,1,5.30,41,33,17.50,18.80,Central Harlem,Manhattan,Brooklyn Heights
1,2019-01-01 02:55:32,2019-01-01 03:18:48,4,2.40,37,48,16.00,20.75,Bushwick South,Brooklyn,Clinton East
2,2019-01-01 08:40:06,2019-01-01 09:01:44,2,4.17,50,14,17.50,23.50,Clinton West,Manhattan,Bay Ridge
2,2019-01-01 17:17:41,2019-01-01 17:24:57,2,1.45,37,29,7.00,9.96,Bushwick South,Brooklyn,Brighton Beach
2,2019-01-01 23:27:35,2019-01-01 23:47:07,1,3.76,29,49,16.00,20.30,Brighton Beach,Brooklyn,Clinton Hill
2,2019-01-01 18:14:37,2019-01-01 18:18:37,1,1.00,36,38,5.50,6.80,Bushwick North,Brooklyn,Cambria Heights
2,2019-01-01 03:20:54,2019-01-01 03:47:02,1,6.15,38,25,23.00,29.16,Cambria Heights,Queens,Boerum Hill
2,2019-01-01 23:49:17,2019-01-02 00:10:41,1,4.69,11,17,18.50,29.80,Bath Beach,Brooklyn,Bedford
2,2019-01-01 03:42:44,2019-01-01 03:48:00,2,0.97,14,29,5.50,8.16,Bay Ridge,Brooklyn,Brighton Beach
2,2019-01-01 07:49:19,2019-01-01 08:01:01,2,1.92,29,20,9.50,12.96,Brighton Beach,Brooklyn,Belmont
2,2019-01-01 00:10:32,2019-01-01 00:19:03,1,2.48,36,24,9.50,10.80,Bushwick North,Brooklyn,Bloomingdale
2,2019-01-01 12:22:04,2019-01-01 12:33:17,1,2.75,1,48,11.00,12.30,Newark Airport,EWR,Clinton East
2,2019-01-01 17:35:39,2019-01-01 17:43:37,1,2.18,48,39,8.50,9.80,Clinton East,Manhattan,Canarsie
2,2019-01-01 22:51:19,2019-01-01 23:14:51,2,4.77,38,34,19.50,24.96,Cambria Heights,Queens,Brooklyn Navy Yard
2,2019-01-01 02:22:26,2019-01-01 02:31:32,1,0.81,13,40,7.00,10.79,Battery Park City,Manhattan,Carroll Gardens
2,2019-01-01 08:42:52,2019-01-01 09:00:15,1,2.31,49,20,12.50,15.80,Clinton Hill,Brooklyn,Belmont
2,2019-01-01 17:04:17,2019-01-01 17:11:06,2,2.45,29,29,8.50,11.76,Brighton Beach,Brooklyn,Brighton Beach
2,2019-01-01 22:15:20,2019-01-01 22:22:40,2,1.64,41,39,8.00,9.30,Central Harlem,Manhattan,Canarsie
2,2019-01-01 22:33:03,2019-01-01 22:40:03,1,1.90,42,38,8.00,11.16,Central Harlem North,Manhattan,Cambria Heights
2,2019-01-01 02:44:18,2019-01-01 02:53:46,1,2.55,38,24,10.00,11.30,Cambria Heights,Queens,Bloomingdale
1,2019-01-01 07:31:31,2019-01-01 07:33:52,1,0.40,14,49,3.50,5.76,Bay Ridge,Brooklyn,Clinton Hill
1,2019-01-01 03:38:22,2019-01-01 03:55:16,1,1.90,18,4,12.00,13.30,Bedford Park,Bronx,Alphabet City
2,2019-01-01 07:18:09,2019-01-01 07:27:05,1,1.36,43,41,8.00,9.30,Central Park,Manhattan,Central Harlem
2,2019-01-01 00:32:18,2019-01-01 00:34:13,1,0.32,12,12,3.50,4.80,Battery Park,Manhattan,Battery Park
2,2019-01-01 13:49:39,2019-01-01 13:54:39,1,0.53,11,12,5.00,7.56,Bath Beach,Brooklyn,Battery Park
2,2019-01-01 09:56:32,2019-01-01 10:33:10,1,6.62,12,30,27.50,28.80,Battery Park,Manhattan,Broad Channel
2,2019-01-01 01:25:52,2019-01-01 01:29:26,1,1.46,37,36,6.00,7.30,Bushwick South,Brooklyn,Bushwick North
